source ID,source name,source ref,source type,mapping type,target ID,target name,target ref,target type,mapping description,STIX ID,created,last modified
AML.M0001,Limit Model Artifact Release,course-of-action--6a041684-03a2-4874-9577-67749bf98de0,mitigation,mitigates,AML.T0002.001,Models,attack-pattern--784cbb90-b5f0-47d1-af8c-d299c5b3c551,technique,"Limiting the release of model architectures and checkpoints can reduce an adversary's ability to target those models.
",relationship--47423e5e-770b-449e-8def-0f7cac9f20c9,14 March 2025,14 March 2025
AML.M0001,Limit Model Artifact Release,course-of-action--6a041684-03a2-4874-9577-67749bf98de0,mitigation,mitigates,AML.T0020,Poison Training Data,attack-pattern--d63c873b-7e01-437d-98ef-d681099c3377,technique,"Published datasets can be a target for poisoning attacks.
",relationship--3ece35bf-b45a-4026-a1e4-2789398cd270,14 March 2025,14 March 2025
AML.M0000,Limit Public Release of Information,course-of-action--0e73d209-afa9-4540-a8c4-244bc9f604ea,mitigation,mitigates,AML.T0002,Acquire Public ML Artifacts,attack-pattern--c652f980-4fff-47ae-8119-d6a927255ebc,technique,"Limit the release of sensitive information in the metadata of deployed systems and publicly available applications.
",relationship--47b5c96f-7049-4847-b0f6-15d6a40f4bf2,14 March 2025,14 March 2025
AML.M0000,Limit Public Release of Information,course-of-action--0e73d209-afa9-4540-a8c4-244bc9f604ea,mitigation,mitigates,AML.T0004,Search Application Repositories,attack-pattern--6f3e625e-3157-4b30-bb7f-f8f25b21c8dc,technique,"Limit the release of sensitive information in the metadata of deployed systems and publicly available applications.
",relationship--b0068642-3cd4-4754-8c3c-a5dfe6c4b31d,14 March 2025,14 March 2025
AML.M0000,Limit Public Release of Information,course-of-action--0e73d209-afa9-4540-a8c4-244bc9f604ea,mitigation,mitigates,AML.T0003,Search Victim-Owned Websites,attack-pattern--d886ab0c-9c92-40f6-aad8-930476504be8,technique,"Restrict release of technical information on ML-enabled products and organizational information on the teams supporting ML-enabled products.
",relationship--5d8bbbaa-3d9c-4ae1-b17e-e53cc80fada0,14 March 2025,14 March 2025
AML.M0000,Limit Public Release of Information,course-of-action--0e73d209-afa9-4540-a8c4-244bc9f604ea,mitigation,mitigates,AML.T0000,Search for Victim's Publicly Available Research Materials,attack-pattern--0e9e22e3-9b1e-4a9d-8ff6-da7ba7b9018f,technique,"Limit the connection between publicly disclosed approaches and the data, models, and algorithms used in production.
",relationship--6757034e-fcae-411c-aa16-fba965c097ed,14 March 2025,14 March 2025
AML.M0025,Maintain AI Dataset Provenance,course-of-action--ed176010-c43b-4055-b421-2a6f92b95504,mitigation,mitigates,AML.T0010.002,Data,attack-pattern--4c34c31f-5157-48ad-acb8-4344cadd93cf,technique,Dataset provenance can protect against supply chain compromise of data.,relationship--7cf4f2b4-d7e6-4635-b460-c1eb6c0ff519,14 March 2025,14 March 2025
AML.M0025,Maintain AI Dataset Provenance,course-of-action--ed176010-c43b-4055-b421-2a6f92b95504,mitigation,mitigates,AML.T0018.000,Poison ML Model,attack-pattern--c44decce-8b70-4f42-a5e0-db0bb105d0b4,technique,Dataset provenance can protect against poisoning of models.,relationship--0ab4eefb-7ff8-4ad0-8acf-4048f0a74bd5,14 March 2025,14 March 2025
AML.M0025,Maintain AI Dataset Provenance,course-of-action--ed176010-c43b-4055-b421-2a6f92b95504,mitigation,mitigates,AML.T0020,Poison Training Data,attack-pattern--d63c873b-7e01-437d-98ef-d681099c3377,technique,Dataset provenance can protect against poisoning of training data,relationship--8dd9d95c-120f-474d-8b21-f764dba2e9d5,14 March 2025,14 March 2025
AML.M0017,Model Distribution Methods,course-of-action--dd73141b-4e51-4f90-8120-45b4d113f420,mitigation,mitigates,AML.T0044,Full ML Model Access,attack-pattern--07ebffc5-e98e-4330-bf94-7f0c56b16345,technique,"Not distributing the model in software to edge devices, can limit an adversary's ability to gain full access to the model.
",relationship--e92352f1-d0dc-4fa7-b8d7-8fea852cb748,14 March 2025,14 March 2025
AML.M0017,Model Distribution Methods,course-of-action--dd73141b-4e51-4f90-8120-45b4d113f420,mitigation,mitigates,AML.T0010.003,Model,attack-pattern--d3301bd5-0f28-4604-a167-15aa4f17160d,technique,"An adversary could repackage the application with a malicious version of the model.
",relationship--9e010855-b7e8-4e48-ae2f-280dcfe3117f,14 March 2025,14 March 2025
AML.M0017,Model Distribution Methods,course-of-action--dd73141b-4e51-4f90-8120-45b4d113f420,mitigation,mitigates,AML.T0043.000,White-Box Optimization,attack-pattern--4a040cc9-d53d-4fa3-948d-a1ff8f02e0eb,technique,"With full access to the model, an adversary could perform white-box attacks.
",relationship--b7711511-12c3-4913-b5b4-2b459cc3fe10,14 March 2025,14 March 2025
AML.M0003,Model Hardening,course-of-action--fbc6f93a-a8fd-4097-80e4-9b9da41cef4b,mitigation,mitigates,AML.T0031,Erode ML Model Integrity,attack-pattern--4b0d8468-e00f-4ba2-9e18-1a2f527f08b2,technique,"Hardened models are less susceptible to integrity attacks.
",relationship--4220af7d-26f9-452c-809d-f26cee4b7399,14 March 2025,14 March 2025
AML.M0003,Model Hardening,course-of-action--fbc6f93a-a8fd-4097-80e4-9b9da41cef4b,mitigation,mitigates,AML.T0015,Evade ML Model,attack-pattern--ccf27b22-48bf-4219-a668-fa60eb0d94a4,technique,"Hardened models are more difficult to evade.
",relationship--1c6ecbe2-303a-44f0-96e1-2dcce99851fb,14 March 2025,14 March 2025
AML.M0002,Passive ML Output Obfuscation,course-of-action--e54bb18b-c1a7-4700-baac-3de8a51c1097,mitigation,mitigates,AML.T0043.001,Black-Box Optimization,attack-pattern--fb1d969f-a88b-4404-a1a5-36fc7eab7c41,technique,"Suggested approaches:
  - Restrict the number of results shown
  - Limit specificity of output class ontology
  - Use randomized smoothing techniques
  - Reduce the precision of numerical outputs
",relationship--5439ad81-4902-41c5-835b-2b504ec8c513,14 March 2025,14 March 2025
AML.M0002,Passive ML Output Obfuscation,course-of-action--e54bb18b-c1a7-4700-baac-3de8a51c1097,mitigation,mitigates,AML.T0014,Discover ML Model Family,attack-pattern--9115a9b6-855a-4acf-802c-aad9eeedc310,technique,"Suggested approaches:
  - Restrict the number of results shown
  - Limit specificity of output class ontology
  - Use randomized smoothing techniques
  - Reduce the precision of numerical outputs
",relationship--547ccfef-4673-41d5-9c7d-4b59af557c9b,14 March 2025,14 March 2025
AML.M0002,Passive ML Output Obfuscation,course-of-action--e54bb18b-c1a7-4700-baac-3de8a51c1097,mitigation,mitigates,AML.T0013,Discover ML Model Ontology,attack-pattern--b99c824b-c87f-4e39-ba72-7b8b299f0039,technique,"Suggested approaches:
  - Restrict the number of results shown
  - Limit specificity of output class ontology
  - Use randomized smoothing techniques
  - Reduce the precision of numerical outputs
",relationship--e26ae04d-9ab5-4164-be39-72ede30c6752,14 March 2025,14 March 2025
AML.M0002,Passive ML Output Obfuscation,course-of-action--e54bb18b-c1a7-4700-baac-3de8a51c1097,mitigation,mitigates,AML.T0024.002,Extract ML Model,attack-pattern--9ab0c79a-4dcf-4270-a272-af080402402d,technique,"Suggested approaches:
  - Restrict the number of results shown
  - Limit specificity of output class ontology
  - Use randomized smoothing techniques
  - Reduce the precision of numerical outputs
",relationship--333b4e2e-d3df-46af-82d6-7aedd83b403c,14 March 2025,14 March 2025
AML.M0002,Passive ML Output Obfuscation,course-of-action--e54bb18b-c1a7-4700-baac-3de8a51c1097,mitigation,mitigates,AML.T0024.000,Infer Training Data Membership,attack-pattern--02c2f3c6-678a-40f7-997b-a3faa54a5760,technique,"Suggested approaches:
  - Restrict the number of results shown
  - Limit specificity of output class ontology
  - Use randomized smoothing techniques
  - Reduce the precision of numerical outputs
",relationship--a1ade9f1-975a-4bde-ba0b-73165f36b083,14 March 2025,14 March 2025
AML.M0002,Passive ML Output Obfuscation,course-of-action--e54bb18b-c1a7-4700-baac-3de8a51c1097,mitigation,mitigates,AML.T0024.001,Invert ML Model,attack-pattern--93c93189-92f6-4485-8ddf-6c5e501f416f,technique,"Suggested approaches:
  - Restrict the number of results shown
  - Limit specificity of output class ontology
  - Use randomized smoothing techniques
  - Reduce the precision of numerical outputs
",relationship--7a5c400d-a093-4f86-9a9b-3cae9be3ad06,14 March 2025,14 March 2025
AML.M0011,Restrict Library Loading,course-of-action--954d9fe9-e75a-4a72-9db1-091ad28d23f8,mitigation,mitigates,AML.T0011.000,Unsafe ML Artifacts,attack-pattern--df46bcf0-0231-413c-9661-7f7d0e39b63e,technique,"Restrict library loading by ML artifacts.
",relationship--3de926bc-b737-44de-a590-841b96e988a0,14 March 2025,14 March 2025
AML.M0004,Restrict Number of ML Model Queries,course-of-action--ead3a51b-6ed6-420a-9953-fe2f6b8816dd,mitigation,mitigates,AML.T0043.001,Black-Box Optimization,attack-pattern--fb1d969f-a88b-4404-a1a5-36fc7eab7c41,technique,"Limit the number of queries users can perform in a given interval to shrink the attack surface for black-box attacks.
",relationship--880d2cb0-2813-43dd-834c-068cf8506fa0,14 March 2025,14 March 2025
AML.M0004,Restrict Number of ML Model Queries,course-of-action--ead3a51b-6ed6-420a-9953-fe2f6b8816dd,mitigation,mitigates,AML.T0034,Cost Harvesting,attack-pattern--71236163-a6a2-48d2-aee5-df2c480df0d7,technique,"Limit the number of queries users can perform in a given interval to hinder an attacker's ability to send computationally expensive inputs
",relationship--4e517c8b-6071-4eaf-b5da-ca36e9aebc80,14 March 2025,14 March 2025
AML.M0004,Restrict Number of ML Model Queries,course-of-action--ead3a51b-6ed6-420a-9953-fe2f6b8816dd,mitigation,mitigates,AML.T0029,Denial of ML Service,attack-pattern--861e7c2c-3f39-4131-b657-d9d9149189d0,technique,"Limit the number of queries users can perform in a given interval to prevent a denial of service.
",relationship--2617515a-7029-47a0-8d34-e22a0523fe1e,14 March 2025,14 March 2025
AML.M0004,Restrict Number of ML Model Queries,course-of-action--ead3a51b-6ed6-420a-9953-fe2f6b8816dd,mitigation,mitigates,AML.T0014,Discover ML Model Family,attack-pattern--9115a9b6-855a-4acf-802c-aad9eeedc310,technique,"Limit the amount of information an attacker can learn about a model's ontology through API queries.
",relationship--56109525-bff1-4463-9c7e-e3e8b2acafbb,14 March 2025,14 March 2025
AML.M0004,Restrict Number of ML Model Queries,course-of-action--ead3a51b-6ed6-420a-9953-fe2f6b8816dd,mitigation,mitigates,AML.T0013,Discover ML Model Ontology,attack-pattern--b99c824b-c87f-4e39-ba72-7b8b299f0039,technique,"Limit the amount of information an attacker can learn about a model's ontology through API queries.
",relationship--1bb9ea10-4af8-441d-8c85-4569f170e7f6,14 March 2025,14 March 2025
AML.M0004,Restrict Number of ML Model Queries,course-of-action--ead3a51b-6ed6-420a-9953-fe2f6b8816dd,mitigation,mitigates,AML.T0024,Exfiltration via ML Inference API,attack-pattern--3f333baa-31b3-4196-966c-5298a8b106c5,technique,"Limit the volume of API queries in a given period of time to regulate the amount and fidelity of potentially sensitive information an attacker can learn.
",relationship--81bc0f2e-66e5-4106-bcfb-cebdeca65586,14 March 2025,14 March 2025
AML.M0004,Restrict Number of ML Model Queries,course-of-action--ead3a51b-6ed6-420a-9953-fe2f6b8816dd,mitigation,mitigates,AML.T0024.002,Extract ML Model,attack-pattern--9ab0c79a-4dcf-4270-a272-af080402402d,technique,"Limit the volume of API queries in a given period of time to regulate the amount and fidelity of potentially sensitive information an attacker can learn.
",relationship--4498f139-0b3b-4467-b6e3-08583d9c3100,14 March 2025,14 March 2025
AML.M0004,Restrict Number of ML Model Queries,course-of-action--ead3a51b-6ed6-420a-9953-fe2f6b8816dd,mitigation,mitigates,AML.T0024.000,Infer Training Data Membership,attack-pattern--02c2f3c6-678a-40f7-997b-a3faa54a5760,technique,"Limit the volume of API queries in a given period of time to regulate the amount and fidelity of potentially sensitive information an attacker can learn.
",relationship--272fc2d9-01cf-44ea-ae3b-1ff3ed99d5a3,14 March 2025,14 March 2025
AML.M0004,Restrict Number of ML Model Queries,course-of-action--ead3a51b-6ed6-420a-9953-fe2f6b8816dd,mitigation,mitigates,AML.T0024.001,Invert ML Model,attack-pattern--93c93189-92f6-4485-8ddf-6c5e501f416f,technique,"Limit the volume of API queries in a given period of time to regulate the amount and fidelity of potentially sensitive information an attacker can learn.
",relationship--8ce7f695-04ce-4299-867e-927a4f551669,14 March 2025,14 March 2025
AML.M0004,Restrict Number of ML Model Queries,course-of-action--ead3a51b-6ed6-420a-9953-fe2f6b8816dd,mitigation,mitigates,AML.T0046,Spamming ML System with Chaff Data,attack-pattern--5d68a5e9-942d-4213-9c6c-ac27d9fb786c,technique,"Limit the number of queries users can perform in a given interval to protect the system from chaff data spam.
",relationship--5157511f-5f55-424c-8e44-c40d9825c675,14 March 2025,14 March 2025
AML.M0007,Sanitize Training Data,course-of-action--5fd900ac-6e6a-4ee7-9a11-ef58129cea5c,mitigation,mitigates,AML.T0010.002,Data,attack-pattern--4c34c31f-5157-48ad-acb8-4344cadd93cf,technique,"Detect and remove or remediate poisoned data to avoid adversarial model drift or backdoor attacks.
",relationship--236683fa-21bc-415f-94c2-a6db41a0d668,14 March 2025,14 March 2025
AML.M0007,Sanitize Training Data,course-of-action--5fd900ac-6e6a-4ee7-9a11-ef58129cea5c,mitigation,mitigates,AML.T0018.000,Poison ML Model,attack-pattern--c44decce-8b70-4f42-a5e0-db0bb105d0b4,technique,"Prevent attackers from leveraging poisoned datasets to launch backdoor attacks against a model.
",relationship--e0006a55-916d-449b-97f7-4227c959b2b6,14 March 2025,14 March 2025
AML.M0007,Sanitize Training Data,course-of-action--5fd900ac-6e6a-4ee7-9a11-ef58129cea5c,mitigation,mitigates,AML.T0020,Poison Training Data,attack-pattern--d63c873b-7e01-437d-98ef-d681099c3377,technique,"Detect modification of data and labels which may cause adversarial model drift or backdoor attacks.
",relationship--9bc0a804-cc97-4326-b88e-b01724ad1dbc,14 March 2025,14 March 2025
AML.M0006,Use Ensemble Methods,course-of-action--317157f6-b4a4-4887-99cc-7e900fb7e35a,mitigation,mitigates,AML.T0014,Discover ML Model Family,attack-pattern--9115a9b6-855a-4acf-802c-aad9eeedc310,technique,"Use multiple different models to fool adversaries of which type of model is used and how the model used.
",relationship--9f6e0260-fe8f-4f50-a24b-6386caf5a3f6,14 March 2025,14 March 2025
AML.M0006,Use Ensemble Methods,course-of-action--317157f6-b4a4-4887-99cc-7e900fb7e35a,mitigation,mitigates,AML.T0031,Erode ML Model Integrity,attack-pattern--4b0d8468-e00f-4ba2-9e18-1a2f527f08b2,technique,"Using multiple different models increases robustness to attack.
",relationship--f6ac01a3-44cb-4933-9a70-8b1cb8e6b4cc,14 March 2025,14 March 2025
AML.M0006,Use Ensemble Methods,course-of-action--317157f6-b4a4-4887-99cc-7e900fb7e35a,mitigation,mitigates,AML.T0015,Evade ML Model,attack-pattern--ccf27b22-48bf-4219-a668-fa60eb0d94a4,technique,"Using multiple different models increases robustness to attack.
",relationship--622c0c4f-7436-4844-b542-2a6bf7b0666d,14 March 2025,14 March 2025
AML.M0006,Use Ensemble Methods,course-of-action--317157f6-b4a4-4887-99cc-7e900fb7e35a,mitigation,mitigates,AML.T0010.001,ML Software,attack-pattern--f9590f8d-cb5f-47ba-a25d-76a237dd8904,technique,"Using multiple different models ensures minimal performance loss if security flaw is found in tool for one model or family.
",relationship--c6e25f4f-7a96-4761-aed2-5f6f1297eeb0,14 March 2025,14 March 2025
AML.M0006,Use Ensemble Methods,course-of-action--317157f6-b4a4-4887-99cc-7e900fb7e35a,mitigation,mitigates,AML.T0010.003,Model,attack-pattern--d3301bd5-0f28-4604-a167-15aa4f17160d,technique,"Using multiple different models ensures minimal performance loss if security flaw is found in tool for one model or family.
",relationship--51ae1969-35c2-4e25-8431-d0f52a7f7521,14 March 2025,14 March 2025
AML.M0009,Use Multi-Modal Sensors,course-of-action--08c232f3-a786-4fdb-89cd-bbd76943fd10,mitigation,mitigates,AML.T0015,Evade ML Model,attack-pattern--ccf27b22-48bf-4219-a668-fa60eb0d94a4,technique,"Using a variety of sensors can make it more difficult for an attacker to compromise and produce malicious results.
",relationship--97054f58-922e-49df-a40a-392464243447,14 March 2025,14 March 2025
AML.M0009,Use Multi-Modal Sensors,course-of-action--08c232f3-a786-4fdb-89cd-bbd76943fd10,mitigation,mitigates,AML.T0041,Physical Environment Access,attack-pattern--2693de2c-725f-4d66-abb2-a940efcff1b5,technique,"Using a variety of sensors can make it more difficult for an attacker with physical access to compromise and produce malicious results.
",relationship--3820d758-0635-468a-a066-69f49006b4ab,14 March 2025,14 March 2025
AML.M0018,User Training,course-of-action--80c18af0-9956-4f37-b1fd-49c3785d2243,mitigation,mitigates,AML.T0011.000,Unsafe ML Artifacts,attack-pattern--df46bcf0-0231-413c-9661-7f7d0e39b63e,technique,"Train users to identify attempts of manipulation to prevent them from running unsafe code which when executed could develop unsafe artifacts. These artifacts may have a detrimental effect on the system.
",relationship--cab39c70-1373-4924-b6fa-1f7990c67790,14 March 2025,14 March 2025
AML.M0018,User Training,course-of-action--80c18af0-9956-4f37-b1fd-49c3785d2243,mitigation,mitigates,AML.T0011,User Execution,attack-pattern--fe45ad62-1ed6-45fb-a6ba-19140fed8cda,technique,"Training users to be able to identify attempts at manipulation will make them less susceptible to performing techniques that cause the execution of malicious code.
",relationship--fe3e46ce-4893-49e5-9d6a-035f80ffe931,14 March 2025,14 March 2025
AML.M0008,Validate ML Model,course-of-action--9f8223a7-4fd2-44de-8854-d512dfc7fb09,mitigation,mitigates,AML.T0018.001,Inject Payload,attack-pattern--294fe4dc-ac27-4b40-ae40-8148b9876f25,technique,"Ensure that acquired models do not respond to potential backdoor triggers or adversarial bias.
",relationship--d0768bbd-a4f8-40f0-9131-14f0f452e54a,14 March 2025,14 March 2025
AML.M0008,Validate ML Model,course-of-action--9f8223a7-4fd2-44de-8854-d512dfc7fb09,mitigation,mitigates,AML.T0010.003,Model,attack-pattern--d3301bd5-0f28-4604-a167-15aa4f17160d,technique,"Ensure that acquired models do not respond to potential backdoor triggers or adversarial bias.
",relationship--cd424d51-a694-4022-9a56-86509356e7e7,14 March 2025,14 March 2025
AML.M0008,Validate ML Model,course-of-action--9f8223a7-4fd2-44de-8854-d512dfc7fb09,mitigation,mitigates,AML.T0018.000,Poison ML Model,attack-pattern--c44decce-8b70-4f42-a5e0-db0bb105d0b4,technique,"Ensure that trained models do not respond to potential backdoor triggers or adversarial bias.
",relationship--a29e4015-dce4-4870-b50f-0b2e6fd0157f,14 March 2025,14 March 2025
AML.M0014,Verify ML Artifacts,course-of-action--8d8c433c-2b16-438c-b3cc-7a91b2f24ef9,mitigation,mitigates,AML.T0010,ML Supply Chain Compromise,attack-pattern--a4783291-4917-4ea8-8f34-b9b6180ae332,technique,"Introduce proper checking of signatures to ensure that unsafe ML artifacts will not be introduced to the system.
",relationship--b1cce42d-382b-4d20-a144-9d2aaf056ff6,14 March 2025,14 March 2025
AML.M0014,Verify ML Artifacts,course-of-action--8d8c433c-2b16-438c-b3cc-7a91b2f24ef9,mitigation,mitigates,AML.T0019,Publish Poisoned Datasets,attack-pattern--89461ddf-4d27-40e7-ba53-8221012fe9c1,technique,"Determine validity of published data in order to avoid using poisoned data that introduces vulnerabilities.
",relationship--1bced3cf-0ca8-47f0-ba4d-9ce0285cc991,14 March 2025,14 March 2025
AML.M0014,Verify ML Artifacts,course-of-action--8d8c433c-2b16-438c-b3cc-7a91b2f24ef9,mitigation,mitigates,AML.T0011.000,Unsafe ML Artifacts,attack-pattern--df46bcf0-0231-413c-9661-7f7d0e39b63e,technique,"Introduce proper checking of signatures to ensure that unsafe ML artifacts will not be executed in the system.
",relationship--d0ca58f0-d22c-4ba6-b924-8f6eab12944d,14 March 2025,14 March 2025
AML.M0016,Vulnerability Scanning,course-of-action--698b729b-7703-4fd2-85a2-219386f1c37f,mitigation,mitigates,AML.T0018,Backdoor ML Model,attack-pattern--2ea7686d-a65f-4e06-b962-02495a8f1cdb,technique,"Techniques such as neural payload injection can make model artifacts vulnerable to adversarial queries. Scan model artifacts for signs of compromise.
",relationship--98bbd9d6-a3fe-4fb5-b2ec-d146e6b40079,14 March 2025,14 March 2025
AML.M0016,Vulnerability Scanning,course-of-action--698b729b-7703-4fd2-85a2-219386f1c37f,mitigation,mitigates,AML.T0011.000,Unsafe ML Artifacts,attack-pattern--df46bcf0-0231-413c-9661-7f7d0e39b63e,technique,"Scan ML artifacts for vulnerabilities before execution.
",relationship--f524afb9-119a-4650-9f2d-9ff2c1e39422,14 March 2025,14 March 2025